seccion,distrito,rango_edad,sexo,nacionalidad,formacion,total
2,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
2,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
2,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
2,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,2
2,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
2,2,30 - 34,Mujer,Extranjero,Sin Estudios,1
2,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
2,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
2,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
2,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
2,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
2,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
2,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
2,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
2,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
2,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,3
3,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
3,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,2
3,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Mujer,Extranjero,Estudios superiores no Un,1
3,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
3,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
3,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
3,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
3,2,30 - 34,Hombre,Extranjero,Diplomados,1
3,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
3,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,2
3,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,5
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,2
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
3,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,3
3,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
3,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
3,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
3,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
3,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
3,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
3,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
3,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
4,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,2
4,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
4,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
4,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
4,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Otras titulaciones medias,1
4,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Sin Estudios,1
4,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
4,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
4,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
4,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,2
4,2,30 - 34,Mujer,Extranjero,Diplomados,1
4,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,2
4,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Mujer,Extranjero,Sin Estudios,1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
4,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
4,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
4,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
4,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
4,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
4,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
5,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
5,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
5,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
5,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,2
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
5,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
5,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
5,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
5,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
5,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
5,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
5,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
5,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
5,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
5,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,2
5,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
5,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
5,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
5,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
6,2,30 - 34,Hombre,Extranjero,Diplomados,1
6,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
6,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
6,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
6,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
6,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
6,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,2
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
6,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
6,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
6,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
6,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
6,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
6,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
6,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
6,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
6,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
6,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,2
6,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
6,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,5
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
6,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
6,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
6,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
7,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
7,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
7,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
7,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
7,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
7,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
7,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
7,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,2
7,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
7,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
7,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
7,2,30 - 34,Mujer,Extranjero,"Arquitecto, Ingeniero Tec",1
7,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
7,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
7,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
7,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
7,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
7,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
7,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
7,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
7,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
7,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
7,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,3
7,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
7,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,2
7,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
7,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
7,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",3
7,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
7,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
7,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,3
7,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
7,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
7,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
7,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
9,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
9,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
9,2,30 - 34,Mujer,Extranjero,Otras titulaciones medias,1
9,2,30 - 34,Hombre,Extranjero,Sin Estudios,1
9,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,2
9,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
9,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
9,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
9,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
9,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,2
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
9,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",3
9,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
9,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
9,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
9,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
9,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
9,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
9,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
10,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",3
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
10,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
10,2,30 - 34,Hombre,Extranjero,Diplomados,1
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
10,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,2
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Mujer,Extranjero,Diplomados,1
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",4
10,2,30 - 34,Hombre,Extranjero,Diplomados,1
10,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
10,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,3
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
10,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Hombre,Extranjero,FP1 Grado Medio,1
10,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,2
10,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
10,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Hombre,Extranjero,FP2 Grado Superior,1
10,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",2
10,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
10,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,3
10,2,30 - 34,Mujer,Extranjero,Diplomados,1
10,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
10,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
10,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
10,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,5
10,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
10,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
11,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,2
11,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
11,2,30 - 34,Mujer,Extranjero,FP2 Grado Superior,1
11,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
11,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
11,2,30 - 34,Mujer,Extranjero,FP1 Grado Medio,1
11,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,2
11,2,30 - 34,Mujer,Extranjero,Doctorado Postgrado,1
11,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
11,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",1
11,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,1
11,2,30 - 34,Hombre,Extranjero,Diplomados,1
11,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
11,2,30 - 34,Hombre,Extranjero,Doctorado Postgrado,1
11,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
11,2,30 - 34,Hombre,Extranjero,Ense?anza Primaria incomp,2
11,2,30 - 34,Hombre,Extranjero,"B.Superior.BUP,COU",2
11,2,30 - 34,Mujer,Extranjero,Ense?anza Primaria incomp,1
11,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
11,2,30 - 34,Mujer,Extranjero,"B.Superior.BUP,COU",1
11,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
11,2,30 - 34,Hombre,Extranjero,Ense?anza Secundaria,1
11,2,30 - 34,Mujer,Extranjero,Ense?anza Secundaria,1
11,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
11,2,30 - 34,Mujer,Extranjero,Licenciado Universitario,1
11,2,30 - 34,Hombre,Extranjero,Licenciado Universitario,1
